Sequence,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1292,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,Anaerotignum lactatifermentans
ASV_1293,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides uniformis
ASV_1294,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides eggerthii
ASV_1295,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Anaerostipes   ,metagenome 
ASV_1296,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales  ,Anaerovoracaceae  ,Family XIII AD3011 group,uncultured organism
ASV_1297,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,NA
ASV_1298,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium eligens group ,uncultured organism
ASV_1299,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Paraprevotella   ,metagenome 
ASV_1300,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales  ,Veillonellaceae  ,Megasphaera   ,uncultured organism
ASV_1301,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Roseburia   ,uncultured organism
ASV_1302,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Muribaculaceae  ,Muribaculaceae   ,uncultured bacterium
ASV_1303,Bacteria,Firmicutes,Clostridia,Christensenellales  ,Christensenellaceae  ,Christensenellaceae R-7 group ,gut metagenome
ASV_1304,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-003   ,metagenome 
ASV_1305,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-003   ,uncultured bacterium
ASV_1306,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides thetaiotaomicron
ASV_1307,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium ventriosum group ,uncultured Lachnospiraceae
ASV_1308,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV_1309,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,uncultured   ,human gut
ASV_1310,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,NA
ASV_1311,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,Clostridia vadinBB60 group,Clostridia vadinBB60 group ,uncultured bacterium
ASV_1312,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides uniformis
ASV_1313,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides johnsonii
ASV_1314,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_1315,Bacteria,Firmicutes,Bacilli,Erysipelotrichales  ,Erysipelotrichaceae  ,Clostridium innocuum group ,uncultured bacterium
ASV_1316,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Butyricicoccaceae  ,Butyricicoccus   ,NA
ASV_1317,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,unidentified 
ASV_1318,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae UCG-004  ,uncultured organism
ASV_1319,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales  ,Peptostreptococcaceae  ,Intestinibacter   ,uncultured bacterium
ASV_1320,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-003   ,metagenome 
ASV_1321,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Butyricicoccaceae  ,Butyricicoccus   ,Butyricicoccus pullicaecorum
ASV_1322,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Sellimonas   ,uncultured bacterium
ASV_1323,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_1324,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Eubacterium coprostanoligenes group,Eubacterium coprostanoligenes group ,human gut
ASV_1325,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium ventriosum group ,uncultured Lachnospiraceae
ASV_1326,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales  ,Bifidobacteriaceae  ,Bifidobacterium   ,Bifidobacterium longum
ASV_1327,Bacteria,Firmicutes,Bacilli,Erysipelotrichales  ,Erysipelatoclostridiaceae  ,Erysipelotrichaceae UCG-003  ,uncultured bacterium
ASV_1328,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Roseburia   ,Roseburia hominis
ASV_1329,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_1330,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Intestinimonas   ,Intestinimonas butyriciproducens
ASV_1331,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Muribaculaceae  ,Muribaculaceae   ,uncultured bacterium
ASV_1332,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV_1333,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Agathobacter   ,uncultured bacterium
ASV_1334,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,uncultured organism
ASV_1335,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales  ,Sutterellaceae  ,Sutterella   ,gut metagenome
ASV_1336,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_1337,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae FCS020 group ,uncultured organism
ASV_1338,Bacteria,Firmicutes,Bacilli,Erysipelotrichales  ,Erysipelotrichaceae  ,Holdemania   ,uncultured bacterium
ASV_1339,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,NA
ASV_1340,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,NA
ASV_1341,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales  ,Bifidobacteriaceae  ,Bifidobacterium   ,Bifidobacterium longum
ASV_1342,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Incertae Sedis  ,Clostridium leptum
ASV_1343,Bacteria,Firmicutes,Negativicutes,Acidaminococcales  ,Acidaminococcaceae  ,Acidaminococcus   ,Acidaminococcus sp.
ASV_1344,Bacteria,Firmicutes,Negativicutes,Acidaminococcales  ,Acidaminococcaceae  ,Phascolarctobacterium   ,uncultured Veillonellaceae
ASV_1345,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Marinifilaceae  ,Butyricimonas   ,NA
ASV_1346,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Butyricicoccaceae  ,Butyricicoccus   ,uncultured organism
ASV_1347,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Coprococcus   ,Lachnospiraceae bacterium
ASV_1348,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales  ,Veillonellaceae  ,Dialister   ,Dialister sp.
ASV_1349,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Oscillospira   ,NA
ASV_1350,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,NA
ASV_1351,Bacteria,Firmicutes,Negativicutes,Acidaminococcales  ,Acidaminococcaceae  ,Phascolarctobacterium   ,uncultured Firmicutes
ASV_1352,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides eggerthii
ASV_1353,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,Tyzzerella sp.
ASV_1354,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_1355,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales  ,Peptostreptococcaceae  ,Romboutsia   ,uncultured bacterium
ASV_1356,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes obesi
ASV_1357,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Hungatella   ,uncultured bacterium
ASV_1358,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides merdae
ASV_1359,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospira   ,uncultured organism
ASV_1360,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium ventriosum group ,uncultured Lachnospiraceae
ASV_1361,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Barnesiellaceae  ,Barnesiella   ,uncultured organism
ASV_1362,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,UCG-010  ,UCG-010   ,NA
ASV_1363,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes shahii
ASV_1364,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides coprocola
ASV_1365,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,NK4A214 group  ,uncultured organism
ASV_1366,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Colidextribacter   ,gut metagenome
ASV_1367,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 7  ,Massiliprevotella massiliensis
ASV_1368,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales  ,Pasteurellaceae  ,Haemophilus   ,uncultured bacterium
ASV_1369,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_1370,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales  ,Sutterellaceae  ,Sutterella   ,gut metagenome
ASV_1371,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides merdae
ASV_1372,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Subdoligranulum   ,metagenome 
ASV_1373,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-002   ,uncultured Firmicutes
ASV_1374,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales  ,Sutterellaceae  ,Sutterella   ,Burkholderia sp.
ASV_1375,Bacteria,Firmicutes,Bacilli,Erysipelotrichales  ,Erysipelotrichaceae  ,Turicibacter   ,uncultured bacterium
ASV_1376,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales  ,Eggerthellaceae  ,Adlercreutzia   ,uncultured bacterium
ASV_1377,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,CAG-56   ,uncultured bacterium
ASV_1378,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-002   ,Trichuris trichiura
ASV_1379,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,NA,NA,NA
ASV_1380,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnoclostridium   ,human gut
ASV_1381,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides fragilis
ASV_1382,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,unidentified 
ASV_1383,Bacteria,Firmicutes,Bacilli,Lactobacillales  ,Streptococcaceae  ,Streptococcus   ,uncultured rumen
ASV_1384,Bacteria,Firmicutes,Bacilli,Erysipelotrichales  ,Erysipelatoclostridiaceae  ,Erysipelotrichaceae UCG-003  ,uncultured bacterium
ASV_1385,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 7  ,Massiliprevotella massiliensis
ASV_1386,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Intestinimonas   ,Intestinimonas butyriciproducens
ASV_1387,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales  ,Enterobacteriaceae  ,Klebsiella   ,Klebsiella variicola
ASV_1388,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Coprococcus   ,uncultured organism
ASV_1389,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae UCG-004  ,uncultured organism
ASV_1390,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales  ,Gastranaerophilales  ,Gastranaerophilales   ,Candidatus Gastranaerophilales
ASV_1391,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,NA
ASV_1392,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Agathobacter   ,NA
ASV_1393,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides cellulosilyticus
ASV_1394,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Ruminococcus   ,metagenome 
ASV_1395,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospira   ,gut metagenome
ASV_1396,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_1397,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Incertae Sedis  ,Clostridium leptum
ASV_1398,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Ruminococcus gauvreauii group ,uncultured Clostridiales
ASV_1399,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides coprocola
ASV_1400,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Ruminococcus torques group ,Ruminococcus lactaris
ASV_1401,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
ASV_1402,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,uncultured organism
ASV_1403,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Ruminococcus gnavus group ,uncultured bacterium
ASV_1404,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides uniformis
ASV_1405,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium xylanophilum group ,uncultured organism
ASV_1406,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Oscillibacter   ,uncultured organism
ASV_1407,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales  ,Desulfovibrionaceae  ,Bilophila   ,Bilophila wadsworthia
ASV_1408,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,NA,NA
ASV_1409,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Butyricicoccaceae  ,Butyricicoccus   ,uncultured organism
ASV_1410,Bacteria,Firmicutes,Bacilli,Lactobacillales  ,Lactobacillaceae  ,Limosilactobacillus   ,Lactobacillus fermentum
ASV_1411,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,uncultured organism
ASV_1412,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,NA
ASV_1413,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Ruminococcus   ,Ruminococcus bicirculans
ASV_1414,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Intestinimonas   ,uncultured organism
ASV_1415,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Intestinimonas   ,uncultured organism
ASV_1416,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,CAG-352   ,NA
ASV_1417,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales  ,Peptostreptococcaceae  ,Romboutsia   ,uncultured bacterium
ASV_1418,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,uncultured   ,NA
ASV_1419,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Oscillibacter   ,human gut
ASV_1420,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes inops
ASV_1421,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae FCS020 group ,uncultured Clostridium
ASV_1422,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales  ,Sutterellaceae  ,Sutterella   ,Burkholderia sp.
ASV_1423,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,uncultured   ,gut metagenome
ASV_1424,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales  ,Peptostreptococcaceae  ,Romboutsia   ,uncultured bacterium
ASV_1425,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides thetaiotaomicron
ASV_1426,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-002   ,uncultured organism
ASV_1427,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Blautia   ,Ruminococcus sp.
ASV_1428,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,Clostridia vadinBB60 group,Clostridia vadinBB60 group ,gut metagenome
ASV_1429,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Colidextribacter   ,gut metagenome
ASV_1430,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides uniformis
ASV_1431,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Rikenellaceae RC9 gut group,uncultured bacterium
ASV_1432,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium ventriosum group ,uncultured Lachnospiraceae
ASV_1433,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_1434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales  ,Pasteurellaceae  ,Haemophilus   ,uncultured bacterium
ASV_1435,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,Clostridia vadinBB60 group,Clostridia vadinBB60 group ,uncultured Thermoanaerobacterales
ASV_1436,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Bacteroides sp.
ASV_1437,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Marinifilaceae  ,Butyricimonas   ,uncultured organism
ASV_1438,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Colidextribacter   ,gut metagenome
ASV_1439,Bacteria,Firmicutes,Bacilli,Erysipelotrichales  ,Erysipelotrichaceae  ,Holdemania   ,uncultured bacterium
ASV_1440,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,Clostridia vadinBB60 group,Clostridia vadinBB60 group ,uncultured bacterium
ASV_1441,Bacteria,Firmicutes,Bacilli,Erysipelotrichales  ,Erysipelatoclostridiaceae  ,Erysipelatoclostridium   ,Erysipelatoclostridium ramosum
ASV_1442,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,NK4A214 group  ,metagenome 
ASV_1443,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-002   ,NA
ASV_1444,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides distasonis
ASV_1445,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,NA
ASV_1446,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Paraprevotella   ,metagenome 
ASV_1447,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides uniformis
ASV_1448,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium ruminantium group ,gut metagenome
ASV_1449,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides distasonis
ASV_1450,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Oscillibacter   ,uncultured organism
ASV_1451,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_1452,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospira   ,uncultured organism
ASV_1453,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014 ,Clostridia UCG-014 ,Clostridia UCG-014  ,uncultured bacterium
ASV_1454,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,Clostridia vadinBB60 group,Clostridia vadinBB60 group ,gut metagenome
ASV_1455,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Blautia   ,Blautia stercoris
ASV_1456,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,Clostridia vadinBB60 group,Clostridia vadinBB60 group ,uncultured bacterium
ASV_1457,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium ventriosum group ,uncultured Lachnospiraceae
ASV_1458,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae UCG-004  ,uncultured organism
ASV_1459,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnoclostridium   ,Clostridium glycyrrhizinilyticum
ASV_1460,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae NK4A136 group ,metagenome 
ASV_1461,Bacteria,Firmicutes,Bacilli,Lactobacillales  ,Enterococcaceae  ,Enterococcus   ,Enterococcus durans
ASV_1462,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes sp.
ASV_1463,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales  ,Enterobacteriaceae  ,Citrobacter   ,Citrobacter freundii
ASV_1464,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Blautia   ,Ruminococcus sp.
ASV_1465,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,CAG-352   ,uncultured bacterium
ASV_1466,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Bacteroides sp.
ASV_1467,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_1468,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Eubacterium siraeum group ,NA
ASV_1469,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,Clostridia vadinBB60 group,Clostridia vadinBB60 group ,uncultured bacterium
ASV_1470,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella   ,NA
ASV_1471,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Anaerotruncus   ,uncultured organism
ASV_1472,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,CAG-352   ,uncultured organism
ASV_1473,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,metagenome 
ASV_1474,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Ruminococcus   ,Ruminococcus bicirculans
ASV_1475,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_1476,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes sp.
ASV_1477,Bacteria,Firmicutes,Bacilli,Erysipelotrichales  ,Erysipelotrichaceae  ,Turicibacter   ,NA
ASV_1478,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales  ,Gastranaerophilales  ,Gastranaerophilales   ,Acinetobacter sp.
ASV_1479,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,unidentified 
